userid,group,retention_1
955259,B,False
955269,B,True
955312,B,False
955404,A,False
955504,A,True
956067,B,True
956203,A,True
956264,A,False
956288,A,True
956324,A,True
956486,A,False
956528,B,False
956730,B,False
956818,A,False
956861,A,True
957082,B,False
957091,B,False
957236,B,False
957263,A,False
957300,B,False
957385,B,False
957495,A,True
957553,B,True
957612,A,True
957646,A,False
957670,A,True
957739,B,True
957815,A,False
957890,A,False
957930,A,False
957958,B,True
957983,B,True
958036,A,True
958190,A,True
958440,B,True
958549,B,True
958727,A,False
958743,A,False
958748,B,False
959000,A,False
959030,B,True
959039,A,True
959385,A,False
959395,A,False
959489,B,False
959600,A,False
959662,B,True
959701,A,True
959834,A,True
959884,A,False
959900,B,False
960243,B,True
960299,A,True
960561,A,True
960572,B,False
960649,B,False
960695,B,False
960748,A,True
960768,A,False
960868,A,False
960992,A,False
961087,B,False
961158,B,True
961159,A,False
961193,B,True
961260,B,True
961298,A,False
961426,A,False
961597,B,False
961668,A,False
961692,A,True
961885,A,True
961892,A,True
962106,A,False
962133,B,False
962155,B,True
962239,B,False
962263,A,True
962376,A,False
962447,B,False
962613,B,True
962681,A,True
962817,A,True
962948,B,True
963138,A,True
963174,A,True
963331,A,False
963418,A,True
963563,B,False
963758,A,True
964066,A,False
964474,B,False
964715,A,False
964762,B,True
964823,A,True
964946,A,True
965223,B,False
965367,B,False
965812,B,False
965898,A,True
965939,A,True
966055,B,True
966060,B,False
966138,B,True
966527,A,True
966575,B,True
966578,B,False
966612,B,False
966623,A,False
966632,A,False
966707,B,False
966792,A,False
966823,B,False
966883,A,False
966983,A,True
967570,A,False
967671,B,False
968108,B,False
968170,A,True
968264,B,False
968309,B,True
968324,A,True
968420,A,False
968550,B,False
968600,B,True
968850,B,True
969043,A,False
969156,B,False
969190,B,False
969278,A,False
969401,B,False
969434,B,False
969510,A,False
969574,B,False
969593,A,False
969771,B,True
970165,B,True
970527,A,True
970578,B,False
970644,A,False
970798,A,False
970962,B,True
971021,B,False
971157,A,True
971175,B,False
971293,A,True
971295,B,False
971310,A,False
971410,A,False
971555,A,True
971800,A,True
971871,B,True
971883,A,False
972073,A,False
972125,B,False
972450,B,False
972459,B,False
972479,A,False
972556,B,True
972764,A,False
972811,A,True
972815,B,True
972926,A,False
972936,A,False
973076,B,True
973096,B,False
973100,A,True
973179,A,False
973188,A,False
973215,A,False
973239,A,False
973257,A,True
973265,B,False
973286,B,True
973382,A,False
973414,A,True
973429,B,False
973709,B,True
973712,A,True
973713,B,False
973828,B,True
973925,B,True
974003,B,True
974050,B,True
974398,B,False
974528,A,False
974540,A,False
974710,B,False
974735,B,False
974831,A,False
974894,A,False
975059,B,True
975183,B,False
975226,B,False
975402,A,False
975440,A,False
975547,B,False
975886,B,True
975893,A,False
976004,B,True
976043,A,False
976644,A,True
976813,B,False
976882,A,True
976953,B,False
976960,A,True
976971,B,False
977155,B,False
977333,A,False
977495,A,False
977621,B,False
977632,A,True
977907,A,True
977913,B,False
978092,B,False
978252,A,True
978366,A,False
978456,A,False
978949,A,True
979061,A,False
979133,B,True
979195,A,True
979277,A,True
979318,B,True
979334,A,True
979344,A,False
979416,A,False
979500,A,False
979656,B,True
979791,A,True
980062,B,False
980092,B,True
980114,A,False
980198,B,True
980364,B,False
980563,B,False
980741,A,True
980764,A,True
980826,B,True
980913,B,True
981036,B,True
981044,A,False
981047,B,True
981141,A,True
981174,B,True
981192,A,False
981289,A,False
981457,A,False
981483,A,False
981804,B,True
981972,A,False
982034,A,True
982128,A,True
982185,B,True
982281,B,True
982438,B,False
982760,A,False
982844,B,False
982997,A,False
983072,A,True
983101,B,True
983127,B,True
983132,A,False
983137,A,True
983245,B,False
983402,A,True
983516,B,True
983544,A,True
983785,B,False
984147,B,True
984212,B,False
984292,A,True
984436,B,True
984531,B,True
984826,B,False
984898,B,False
984938,A,False
985166,A,True
985180,A,False
985186,A,False
985288,A,True
985376,B,False
985399,B,True
985636,A,False
985832,A,True
986244,A,True
986268,B,False
986317,A,True
986324,A,True
986461,B,True
986579,A,True
986638,A,True
986734,A,False
987022,A,True
987026,A,True
987150,A,False
987217,B,False
987222,A,True
987361,A,True
987438,A,True
987548,A,False
987596,A,True
987778,A,False
987941,B,True
987990,A,False
988038,B,True
988040,B,False
988161,B,True
988185,B,True
988197,B,True
988430,B,False
988452,B,False
988462,B,False
988500,B,True
988907,B,False
988949,A,True
989137,A,False
989216,B,False
989364,A,False
989512,A,True
989900,B,False
990032,B,False
990033,A,True
990297,A,False
990370,A,False
990461,A,True
990720,B,False
990802,A,True
990846,B,True
990908,A,False
991224,A,True
991225,B,True
991236,A,False
991528,B,False
991555,A,False
991937,B,True
992204,B,True
992288,A,False
992336,A,False
992557,B,True
992566,A,True
992744,A,True
992771,B,True
992830,A,False
992995,A,True
993032,B,False
993217,A,True
993294,B,True
993431,B,False
993461,A,True
993583,B,True
993673,A,True
993800,A,True
993935,B,False
993981,B,False
994003,A,True
994052,A,True
994394,A,True
994464,A,True
994587,B,False
994663,B,False
994696,B,False
994776,A,True
994852,B,False
994964,B,False
995156,A,True
995237,A,False
995311,A,False
995866,A,False
995952,B,True
996077,B,False
996098,A,True
996114,A,True
996325,A,False
996528,B,True
996582,A,False
996679,A,False
996759,A,True
996783,A,False
996940,B,True
996975,A,False
997094,A,False
997310,A,True
997316,B,True
997794,A,False
997800,A,True
997845,B,False
997853,B,True
998145,B,False
998346,A,True
998365,B,True
998368,B,False
998481,A,False
998873,B,False
999083,B,False
999194,B,False
999199,A,True
999222,A,True
999371,B,True
999718,A,False
999812,A,False
1000074,B,True
1000365,B,False
1000372,A,False
1000375,A,True
1000502,B,False
1000589,B,False
1000806,A,False
1000814,B,False
1000919,B,False
1000952,B,False
1001070,B,True
1001194,B,False
1001288,B,True
1001411,B,True
1001610,A,False
1001632,B,False
1001683,A,True
1001689,A,False
1001718,B,False
1001744,A,True
1001746,A,True
1001785,B,False
1001853,B,True
1002041,B,False
1002107,B,False
1002299,A,True
1002579,B,True
1002581,B,True
1002717,A,True
1003195,A,False
1003342,A,False
1003396,B,True
1003451,A,True
1003475,A,True
1003493,B,False
1003544,B,False
1003556,B,True
1003576,A,True
1003738,A,True
1004031,A,True
1004257,A,True
1004302,B,True
1004373,A,False
1004530,B,True
1004577,B,True
1004589,B,True
1004590,A,True
1004650,A,True
1004929,B,False
1005081,A,False
1005107,B,True
1005140,B,True
1005263,A,True
1005374,A,True
1005388,B,True
1005480,B,True
1005668,A,True
1005701,B,False
1005851,A,True
1006040,A,False
1006142,B,False
1006233,B,False
1006289,A,False
1006340,B,True
1006503,A,False
1006508,A,True
1006560,B,False
1006593,A,False
1006946,A,True
1007048,B,False
1007129,B,False
1007202,A,False
1007331,A,False
1007441,B,False
1007586,B,True
1007665,A,True
1007753,B,True
1008065,A,False
1008112,A,True
1008136,A,False
1008142,B,False
1008220,B,True
1008253,B,False
1008332,A,True
1008493,B,False
1008505,A,False
1008580,A,False
1009011,B,True
1009045,B,False
1009161,B,True
1009192,A,False
1009223,A,False
1009498,B,False
1009576,A,False
1009675,A,False
1009710,A,True
1009891,A,False
1009916,A,False
1009999,A,True
1010022,B,False
1010681,A,True
1010838,A,True
1011141,A,False
1011164,A,True
1011207,B,False
1011239,B,True
1011310,A,True
1011476,B,True
1011723,B,False
1011770,A,True
1011836,A,True
1011853,B,False
1011935,B,True
1011998,B,False
1012013,B,True
1012014,B,True
1012049,A,True
1012117,B,True
1012226,B,True
1012385,A,True
1012478,B,True
1012505,B,True
1012516,A,False
1012645,B,False
1012652,B,True
1012693,A,True
1012697,A,False
1012719,B,False
1012792,A,False
1012826,B,False
1012920,A,True
1013000,B,False
1013051,A,False
1013279,B,False
1013294,B,False
1013356,B,False
1013751,A,True
1013862,A,True
1013970,B,False
1014042,B,False
1014113,A,False
1014131,B,False
1014324,A,True
1014447,A,False
1014478,B,True
1014723,B,False
1015125,A,False
1015140,B,True
1015156,B,False
1015587,B,True
1015668,A,False
1015740,A,False
1015852,B,False
1016101,A,True
1016122,A,False
1016181,B,False
1016229,A,True
1016320,B,True
1016337,A,True
1016344,B,True
1016456,A,False
1016501,B,True
1016741,B,False
1016815,B,True
1016910,A,True
1017049,B,False
1017136,A,False
1017185,B,True
1017463,B,False
1017518,A,False
1017674,B,False
1017902,A,False
1018049,B,False
1018109,A,False
1018162,B,True
1018324,A,False
1018368,A,False
1018500,B,True
1018732,A,True
1018785,B,True
1019024,A,True
1019051,B,True
1019210,B,False
1019251,A,False
1019252,B,True
1019466,B,False
1019467,A,True
1019536,B,False
1019547,A,True
1019576,A,False
1019621,A,False
1019696,A,True
1019734,B,False
1019745,A,True
1019989,A,True
1020210,A,False
1020221,A,True
1020481,A,False
1020503,A,True
1020581,B,True
1020582,B,True
1020681,A,False
1020782,A,False
1020787,B,True
1020801,A,True
1020819,A,False
1020926,B,False
1021068,B,True
1021250,B,False
1021377,A,False
1021444,B,False
1021494,A,False
1021616,B,False
1021649,A,True
1021788,A,True
1022202,A,True
1022205,B,True
1022242,A,True
1022537,A,False
1022543,B,False
1022560,B,False
1022566,A,True
1022694,B,False
1022893,A,False
1022947,A,False
1023174,A,False
1023308,B,False
1023608,B,False
1023997,A,False
1024337,B,True
1024462,B,False
1024527,B,False
1024543,A,False
1024548,B,False
1024601,B,True
1024690,B,True
1024782,A,True
1024898,A,False
1024945,B,True
1025054,A,False
1025124,A,True
1025158,A,False
1025246,B,True
1025325,B,True
1025706,A,True
1025875,A,False
1025965,B,False
1025989,B,False
1026024,A,True
1026119,B,True
1026145,A,False
1026415,A,False
1026468,A,False
1026498,A,False
1026536,B,False
1026794,B,True
1026980,A,True
1027033,A,True
1027073,A,False
1027103,B,False
1027167,B,True
1027170,A,False
1027301,A,False
1027387,B,False
1027483,B,False
1027521,B,False
1027649,A,True
1027766,A,True
1027917,B,False
1027965,A,False
1028043,B,True
1028062,A,True
1028165,B,True
1028242,A,False
1028287,B,True
1028329,B,False
1028567,B,False
1028618,B,True
1028643,B,True
1029099,A,True
1029139,B,True
1029341,B,True
1029369,B,False
1029645,B,True
1029684,A,False
1029718,A,False
1029738,A,True
1029818,B,False
1029882,B,True
1029894,B,False
1029989,A,False
1030020,A,False
1030038,A,False
1030168,A,False
1030184,A,False
1030303,A,False
1030621,A,False
1030778,B,True
1030990,A,True
1031089,B,False
1031239,A,True
1031450,B,True
1031508,A,True
1032108,A,True
1032682,A,True
1032911,B,False
1032926,A,True
1032961,B,False
1033100,A,False
1033484,B,False
1033593,B,False
1033629,B,False
1033659,B,True
1033718,B,True
1033756,A,False
1033813,A,True
1033878,A,False
1034013,B,False
1034145,B,False
1034150,B,False
1034261,B,False
1034493,B,False
1034563,B,False
1034811,B,True
1034854,B,True
1035018,B,True
1035237,B,False
1035349,B,True
1035350,A,False
1035373,B,False
1035384,B,False
1035391,B,False
1035487,B,False
1035591,A,True
1035763,B,False
1035835,A,True
1036079,B,False
1036104,B,False
1036207,A,False
1036607,B,False
1036635,B,True
1036666,A,False
1036954,B,True
1036974,A,False
1037142,A,False
1037406,B,False
1037595,B,False
1037663,B,True
1037736,A,False
1037756,B,False
1037775,A,False
1037781,A,False
1037904,B,False
1037937,B,False
1037945,A,True
1037980,B,True
1038032,B,True
1038035,A,False
1038186,B,True
1038226,A,False
1038301,A,False
1038387,A,True
1038440,A,True
1038532,B,False
1038580,A,True
1038685,B,True
1038727,B,False
1038931,A,True
1039250,B,False
1039460,A,False
1039605,B,False
1039699,A,False
1040437,A,False
1040897,B,True
1041053,A,True
1041297,B,True
1041371,A,False
1041461,A,True
1041538,A,False
1041852,B,True
1041865,A,False
1041870,B,False
1041929,B,True
1042071,A,True
1042150,B,False
1042211,A,True
1042242,A,False
1042622,B,False
1042819,A,False
1042866,B,False
1042973,A,True
1043021,B,False
1043279,B,True
1043316,B,False
1043394,A,False
1043531,A,False
1043601,B,True
1043758,B,True
1043871,B,True
1044004,B,False
1044053,B,False
1044070,B,True
1044113,B,True
1044345,A,False
1044376,A,True
1044877,A,False
1044910,B,False
1044917,B,False
1044934,A,False
1045051,B,False
1045090,B,False
1045101,B,False
1045169,B,True
1045241,B,True
1045453,B,True
1045481,A,True
1045567,A,True
1045598,A,True
1045837,A,True
1045914,B,True
1045958,A,True
1046065,B,True
1046077,A,True
1046171,B,False
1046360,B,True
1046433,A,False
1046523,A,False
1046577,A,True
1046661,B,False
1046732,B,False
1046799,B,False
1046853,B,False
1047169,B,True
1047178,B,True
1047370,B,False
1047421,B,False
1047492,A,True
1047678,B,True
1048135,B,True
1048350,B,True
1048436,B,False
1048550,B,False
1048740,B,True
1048797,A,False
1048896,B,True
1049054,A,False
1049123,A,False
1049203,B,False
1049228,A,True
1049273,B,True
1049524,B,True
1049541,B,True
1049568,A,True
1049592,A,False
1049655,B,False
1049708,A,True
1049758,B,False
1050144,B,False
1050196,A,False
1050309,B,False
1050399,B,True
1050553,B,True
1050686,A,True
1050935,B,False
1051424,A,True
1051514,B,True
1051534,B,True
1051551,A,False
1051605,A,False
1051735,B,False
1051799,A,False
1051854,B,True
1051882,A,True
1051928,B,True
1051938,A,False
1052205,A,True
1052285,A,False
1052474,A,True
1052563,B,False
1052712,B,True
1052775,A,False
1052788,A,False
1053075,B,False
1053133,B,False
1053221,A,True
1053239,A,False
1053247,A,False
1053275,B,False
1053286,A,True
1053330,B,False
1053406,B,True
1053529,B,True
1053552,A,False
1053585,B,True
1053717,B,False
1053853,B,False
1053913,A,False
1054141,A,False
1054380,B,False
1054558,A,False
1054591,B,False
1054596,B,False
1054612,A,False
1054673,B,True
1054770,B,False
1054772,B,False
1054809,A,False
1054811,A,True
1054880,A,True
1055116,B,False
1055123,A,True
1055169,A,False
1055195,A,True
1055344,B,False
1055399,A,False
1055445,B,False
1055448,B,True
1055476,B,False
1055795,B,False
1055806,B,True
1055907,A,False
1056070,A,False
1056074,A,False
1056142,B,False
1056410,B,False
1056439,B,False
1056682,B,True
1056801,B,True
1056960,A,False
1057124,B,False
1057212,B,False
1057302,A,True
1057487,B,True
1057708,B,True
1057723,B,False
1057916,A,False
1057995,B,False
1058136,A,False
1058160,A,False
1058230,A,True
1058256,A,True
1058312,B,False
1058493,B,False
1058670,B,False
1058714,B,True
1058767,B,False
1058819,B,False
1058924,A,False
1058934,A,False
1058951,A,True
1059363,A,False
1059546,A,True
1059603,B,False
1059696,A,True
1059780,B,False
1059788,B,False
1059863,A,True
1060285,B,True
1060739,A,False
1060921,A,True
1061021,B,True
1061317,B,True
1061422,A,False
1061458,B,True
1061460,A,True
1061525,A,True
1061548,A,True
1061563,B,True
1061699,A,True
1061781,B,True
1061858,B,False
1061911,A,False
1062012,A,False
1062113,A,True
1062198,B,False
1062400,B,True
1062750,A,False
1062802,B,False
1062927,A,True
1062997,B,True
1063257,B,True
1063259,A,False
1063599,A,True
1063619,B,False
1063663,A,True
1063842,A,False
1063983,B,True
1064146,B,False
1064147,B,True
1064153,A,True
1064396,A,False
1064639,A,False
1064760,B,True
1064849,B,False
1065067,B,True
1065103,A,True
1065114,A,False
1065335,B,False
1065519,A,False
1065708,B,False
1065946,A,False
1066019,B,False
1066057,A,False
1066060,B,True
1066165,B,False
1066286,B,False
1066310,A,False
1066571,A,False
1066634,B,False
1066659,A,True
1066809,B,False
1066834,A,False
1066848,B,False
1066998,B,False
1067048,B,True
1067085,A,False
1067136,A,False
1067161,B,False
1067173,B,True
1067211,B,True
1067309,B,True
1067607,A,True
1067651,B,True
1067845,B,True
1067947,B,False
1068017,A,False
1068228,A,False
1068323,B,False
1068333,B,False
1068364,A,True
1068366,A,False
1068586,B,False
1068606,A,True
1068632,B,False
1068664,B,False
1068903,B,False
1069062,B,False
1069074,A,True
1069075,A,False
1069085,A,False
1069086,A,False
1069481,B,False
1070071,B,True
1070079,B,False
1070337,A,False
1070340,A,True
1070450,A,True
1070586,B,False
1070860,A,True
1071110,B,True
1071128,A,True
1071184,A,True
1071269,B,False
1071295,B,False
1071513,B,False
1071926,B,False
1072019,B,True
1072023,B,False
1072403,A,False
1072420,B,False
1072529,A,False
1072687,B,False
1072770,B,True
1072894,A,False
1072911,A,True
1073085,B,False
1073476,B,False
1073478,A,True
1073575,B,True
1073587,A,False
1073612,B,False
1073653,A,True
1073759,B,False
1073860,A,False
1073913,A,False
1074067,A,False
1074080,B,False
1074156,A,True
1074199,A,False
1074503,B,False
1074544,A,False
1075324,B,True
1075609,A,False
1075968,A,True
1076002,A,True
1076132,A,False
1076226,A,True
1076249,A,True
1076450,B,True
1076500,A,False
1076567,B,True
1076972,A,True
1077035,B,True
1077074,A,False
1077222,B,False
1077305,B,True
1077349,B,False
1077449,A,False
1077478,B,False
1077568,B,False
1077746,B,False
1077752,B,False
1077890,A,True
1077955,A,False
1078095,A,False
1078228,B,False
1078550,B,True
1078560,A,False
1078728,A,False
1078937,A,False
1078981,A,False
1079042,B,False
1079086,A,True
1079249,A,False
1079492,A,True
1079511,B,False
1079898,A,True
1079912,B,False
1080100,A,False
1080158,A,True
1080238,A,True
1080258,B,False
1080543,A,True
1080667,A,False
1080936,A,True
1080984,A,False
1081177,A,False
1081233,A,True
1081265,B,False
1081276,B,True
1081281,B,True
1081294,A,False
1081300,A,False
1081301,A,True
1081386,A,True
1081507,B,True
1081616,B,False
1081772,B,False
1081829,A,True
1082146,A,True
1082287,A,False
1082361,B,False
1082368,A,True
1082715,A,False
1082748,B,False
1082753,B,True
1082895,B,True
1082975,A,True
1082991,A,True
1083251,A,False
1083257,B,True
1083309,A,True
1083375,B,False
1083515,A,False
1083543,A,True
1083725,A,False
1083736,A,False
1083864,A,True
1083963,B,True
1084021,A,False
1084036,B,False
1084155,A,True
1084393,A,False
1084563,A,False
1085014,B,False
1085078,A,True
1085389,B,False
1085465,B,False
1085507,A,False
1085537,B,False
1085559,B,False
1085562,B,True
1085694,A,False
1085890,B,True
1085939,A,False
1085946,A,False
1085992,B,False
1086009,A,False
1086207,A,True
1086288,A,True
1086501,B,False
1086569,B,False
1086634,A,True
1086806,B,False
1086864,B,False
1086930,A,True
1086934,A,True
1087005,B,False
1087174,A,True
1087305,B,True
1087310,A,False
1087327,B,True
1087528,B,False
1087580,A,False
1087732,A,True
1088238,B,False
1088293,A,True
1088334,A,False
1088407,B,False
1088607,A,True
1088816,B,False
1088846,A,False
1088985,B,False
1089004,B,True
1089230,A,False
1089420,B,False
1089927,B,False
1090012,B,True
1090165,A,False
1090244,A,False
1090285,A,False
1090325,A,False
1090350,B,False
1090668,B,True
1090793,B,False
1090942,A,False
1091026,A,False
1091137,A,False
1091198,A,False
1091201,B,True
1091405,B,False
1091717,B,False
1091756,B,False
1092122,A,False
1092160,B,False
1092179,A,False
1092281,A,False
1092291,B,True
1092317,B,True
1092358,B,True
1092454,B,False
1092536,A,False
1092545,B,True
1092570,B,True
1092645,B,True
1092758,A,False
1092770,B,False
1092908,B,False
1092944,A,True
1093123,B,False
1093158,B,True
1093308,B,False
1093351,B,True
1093460,B,True
1093499,B,True
1093545,A,False
1093607,A,False
1093911,A,False
1094085,B,False
1094292,A,False
1094316,A,True
1094415,A,True
1094642,A,True
1094664,A,False
1094706,A,False
1094774,A,True
1094855,B,False
1094872,A,False
1094937,A,True
1095025,A,False
1095033,A,False
1095168,B,False
1095223,A,False
1095370,A,True
1095490,B,False
1095497,B,False
1095639,A,False
1095727,A,True
1095812,B,False
1095941,B,False
1096144,B,True
1096390,B,False
1096552,B,False
1096563,B,True
1096624,B,False
1096692,B,False
1096766,B,True
1096784,A,False
1096970,A,True
1096975,B,True
1096999,B,True
1097129,A,True
1097483,B,True
1097527,B,False
1097669,B,True
1097691,A,False
1097909,B,True
1098105,B,True
1098152,B,False
1098347,B,True
1098417,B,False
1098548,A,False
1098595,A,False
1098659,A,False
1099023,B,False
1099076,B,False
1099120,B,False
1099215,B,False
1099273,B,True
1099344,B,False
1099470,B,False
1099490,A,True
1099627,B,True
1099812,B,False
1099946,B,False
1100351,A,False
1100386,B,True
1100483,B,True
1100530,B,False
1100534,B,False
1100704,A,False
1100713,A,False
1100748,A,True
1101028,A,True
1101032,B,True
1101042,A,True
1101047,B,False
1101185,A,False
1101239,B,True
1101382,B,False
1101415,A,True
1101473,A,True
1101526,A,False
1101755,B,True
1101931,A,False
1101973,A,True
1102028,B,False
1102139,A,False
1102188,A,False
1102454,A,True
1102634,B,False
1102728,B,True
1102756,B,True
1102777,A,False
1102804,A,False
1102878,B,False
1102921,B,False
1102950,A,True
1103135,A,False
1103245,B,False
1103349,A,False
1103469,B,False
1103506,A,True
1103572,B,True
1103940,B,False
1103965,B,False
1104034,B,True
1104306,A,False
1104711,B,False
1104953,B,True
1105176,A,False
1105383,B,True
1105548,B,False
1105684,B,False
1105906,A,True
1105944,A,False
1105960,A,False
1105993,B,False
1106082,B,False
1106316,B,False
1106388,B,True
1106434,A,True
1106440,B,True
1106488,B,True
1106543,A,False
1107342,A,False
1107408,B,True
1107414,B,True
1107528,B,False
1107619,A,False
1107663,A,False
1107725,A,False
1107845,A,True
1107881,A,False
1107907,A,True
1108056,B,True
1108062,B,False
1108113,A,False
1108132,B,False
1108424,B,True
1108490,A,True
1108538,A,False
1108624,A,True
1108630,A,True
1108681,B,False
1108697,A,False
1108857,B,True
1109055,A,False
1109197,B,True
1109320,A,True
1109437,A,True
1109438,A,False
1109548,B,False
1109672,A,False
1109845,A,False
1109894,A,False
1109936,B,False
1109969,A,False
1110386,A,False
1110428,A,False
1110697,B,False
1110766,B,False
1110802,B,True
1110855,A,True
1110896,B,False
1110986,A,False
1110994,A,False
1111059,B,True
1111068,B,True
1111111,B,True
1111120,A,True
1111268,B,True
1111461,A,True
1111474,A,True
1111550,B,True
1111581,B,True
1111984,B,True
1112091,A,False
1112171,B,False
1112221,B,True
1112338,B,False
1112495,A,True
1112529,A,False
1112590,A,False
1112736,A,True
1112812,B,False
1112863,A,True
1113013,A,False
1113190,B,False
1113286,A,True
1113327,B,False
1113433,A,False
1113645,A,False
1113696,A,False
1113892,B,True
1113918,B,False
1113924,A,True
1114038,B,True
1114408,A,False
1114488,B,True
1114647,B,False
1114921,A,True
1114946,B,False
1115235,B,False
1115240,A,True
1115418,A,False
1115800,A,False
1115840,A,False
1115958,B,False
1115990,B,False
1116066,B,True
1116238,A,False
1116274,A,False
1116461,A,False
1116488,A,True
1116573,A,True
1116608,A,False
1116705,B,False
1116815,A,False
1116863,B,False
1117143,B,True
1117215,A,False
1117276,A,True
1117277,B,False
1117436,A,False
1117442,B,False
1117456,B,True
1117494,A,True
1117525,B,True
1117587,B,False
1117676,B,False
1117693,B,False
1117729,A,True
1117795,B,False
1118231,B,False
1118393,B,True
1118528,B,True
1118755,B,False
1119133,B,False
1119144,A,True
1119175,B,False
1119406,A,False
1119462,B,False
1119476,A,True
1119496,A,True
1119666,A,False
1119701,A,True
1119806,B,False
1119933,B,True
1119934,A,True
1120163,B,True
1120451,A,True
1120489,B,True
1120688,A,False
1120696,A,True
1120798,A,True
1121067,B,False
1121087,B,True
1121097,A,False
1121478,A,True
1121587,A,True
1122112,A,False
1122175,B,True
1122431,A,False
1122568,A,True
1122638,A,False
1122677,B,False
1122730,B,False
1123060,B,True
1123226,B,True
1123269,A,True
1123331,B,False
1123490,A,True
1123502,B,False
1123746,A,True
1124434,A,True
1124568,B,False
1124690,A,True
1124741,A,True
1124760,B,True
1124842,A,True
1124876,B,False
1125086,B,True
1125106,B,True
1125117,A,True
1125127,B,False
1125202,B,False
1125248,B,False
1125361,B,False
1125394,A,False
1125419,B,False
1126054,B,False
1126075,A,False
1126154,A,True
1126192,B,False
1126530,B,True
1126745,A,False
1126949,A,False
1127036,B,False
1127098,B,False
1127177,B,False
1127197,B,True
1127205,B,True
1127317,B,False
1127435,B,True
1127555,A,True
1127579,B,True
1127590,B,False
1127648,B,True
1127729,B,True
1127766,A,False
1127922,B,False
1128095,B,False
1128255,B,True
1128439,B,True
1128675,B,True
1128744,B,False
1128936,A,False
1129162,B,True
1129504,B,True
1129879,B,False
1129901,B,True
1130223,B,True
1130321,A,True
1130628,A,False
1130659,B,False
1130671,A,False
1130751,A,True
1130849,A,False
1130894,B,True
1131381,B,False
1131489,B,True
1131495,B,False
1131506,A,True
1131557,A,False
1131574,A,False
1131634,A,False
1131657,B,True
1131736,B,False
1131801,B,False
1131943,B,True
1132012,A,True
1132149,A,False
1132288,A,False
1132346,A,True
1132423,A,False
1132488,A,False
1132520,A,True
1132765,A,True
1132865,B,False
1132985,B,True
1133201,B,False
1133223,B,False
1133249,B,True
1133256,B,False
1133283,A,True
1133376,A,False
1133520,B,False
1133647,B,False
1133738,B,False
1133760,A,True
1133892,B,True
1134083,A,True
1134165,B,True
1134196,B,False
1134268,A,True
1134463,A,True
1134477,A,True
1134640,A,False
1135510,A,True
1135601,A,False
1135632,A,False
1135638,A,False
1135788,A,True
1135825,B,True
1136077,B,True
1136242,B,False
1136279,A,False
1136485,A,False
1136652,A,False
1136877,B,False
1136982,A,True
1137004,A,True
1137017,B,False
1137022,A,False
1137181,B,True
1137344,B,True
1137375,B,False
1137406,B,True
1137518,B,False
1137551,B,False
1137602,B,False
1137655,A,False
1137784,A,True
1137816,B,True
1138036,B,True
1138228,B,True
1138363,A,True
1138398,B,True
1138421,A,False
1138476,B,False
1138680,A,True
1138725,A,False
1139002,B,False
1139005,B,False
1139069,B,False
1139107,A,True
1139379,B,False
1139658,A,True
1139886,B,True
1139929,A,True
1140137,A,False
1140139,B,False
1140293,A,False
1140371,B,False
1140380,B,True
1140769,A,True
1140827,B,False
1140848,B,False
1140865,B,True
1140884,B,False
1140904,A,False
1141629,B,True
1141673,A,True
1141788,B,True
1141804,B,False
1141806,B,False
1141811,B,False
1141819,B,True
1141822,A,True
1141837,A,True
1141890,A,False
1142048,B,False
1142215,A,True
1142530,B,False
1142660,B,True
1142761,B,False
1142813,B,True
1142845,B,False
1142885,A,False
1142892,A,False
1143004,B,True
1143199,A,True
1143254,B,False
1143357,A,True
1143358,B,True
1143501,B,False
1143564,B,False
1143582,A,False
1143755,A,True
1143986,A,True
1144046,B,True
1144293,A,True
1144326,B,False
1144369,B,False
1144382,A,False
1144474,A,True
1144649,B,True
1145248,B,False
1145309,A,True
1145411,A,True
1145466,A,False
1145652,A,False
1145670,B,True
1145777,A,False
1146144,B,True
1146217,B,False
1146345,B,False
1146451,B,False
1146778,A,True
1146782,B,True
1146850,A,True
1146967,B,False
1147009,A,False
1147058,A,False
1147184,A,False
1147200,A,True
1147452,B,False
1147471,B,False
1147569,A,False
1147781,A,False
1147809,B,True
1147898,A,True
1147974,A,False
1148155,B,True
1148163,B,False
1148364,A,True
1148606,A,True
1148848,A,False
1149088,B,True
1149161,A,False
1149217,A,True
1149241,A,False
1149403,A,True
1149647,A,False
1149698,A,False
1149700,A,False
1149707,A,False
1149795,B,False
1149997,A,True
1150339,A,False
1150374,A,False
1150401,A,True
1150427,A,True
1150437,B,False
1150492,A,False
1150614,A,False
1150771,A,False
1151043,A,False
1151117,B,False
1151146,B,False
1151193,A,True
1151221,A,True
1151323,B,True
1151491,B,True
1151645,B,False
1151853,A,True
1152009,B,True
1152032,A,True
1152103,A,True
1152199,B,False
1152240,A,False
1152608,A,True
1152724,A,True
1152747,B,False
1152928,A,True
1152932,B,False
1153055,A,False
1153301,B,True
1153332,A,False
1153379,A,True
1153408,A,False
1153619,A,False
1153717,B,True
1153725,B,False
1154158,B,False
1154730,A,True
1154731,A,True
1154921,A,False
1154933,A,False
1155445,B,True
1155483,A,True
1155489,B,False
1155561,B,True
1155622,B,False
1155645,A,False
1155701,A,False
1155732,B,True
1155739,B,False
1155764,A,True
1155824,B,False
1155857,A,False
1155888,A,False
1155928,A,True
1155993,A,True
1156152,B,False
1156257,B,True
